,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_type,Vehicle_type,Temperature,Humidity,Weather,Traffic,Distance (km),Target
939,33FD,RANCHIRES17DEL03,24.0,4.8,23.374878,85.335739,23.404878,85.365739,Meal ,motorcycle ,17.67,68.0,clear sky,Moderate,6.03,21.76666667
940,791A,BANGRES06DEL02,37.0,4.6,12.979096,77.640625,13.109096,77.770625,Drinks ,motorcycle ,19.03,93.0,fog,Very High,24.1,63.06666667
941,2E4E,CHENRES18DEL02,31.0,4.8,12.981615,80.231598,13.031615,80.281598,Drinks ,motorcycle ,26.55,87.0,mist,High,11.27,47.85
942,4585,COIMBRES07DEL02,28.0,4.7,10.96185,76.971082,11.09185,77.101082,Drinks ,motorcycle ,25.08,73.0,mist,Very High,27.37,66.38333333
943,A80B,SURRES08DEL02,34.0,4.6,21.173343,72.792731,21.223343,72.842731,Meal ,motorcycle ,23.05,43.0,clear sky,Moderate,9.01,22.68333333
944,DF6C,LUDHRES01DEL02,36.0,5.0,30.873988,75.842739,31.003988,75.972739,Meal ,motorcycle ,18.57,58.0,clear sky,Very High,27.39,84.76666667
945,C297,AURGRES18DEL01,30.0,3.7,19.888716,75.321461,19.998716,75.431461,Snack ,motorcycle ,16.89,82.0,mist,Very High,26.62,61.46666667
946,E48,SURRES07DEL02,24.0,4.6,21.170798,72.790489,21.250798,72.870489,Buffet ,motorcycle ,22.9,43.0,clear sky,High,14.64,35.78333333
947,5D92,PUNERES09DEL03,24.0,4.7,18.536562,73.896485,18.626562,73.986485,Buffet ,motorcycle ,19.32,65.0,clear sky,Very High,19.4,53.08333333
948,708B,SURRES06DEL02,24.0,4.9,21.185047,72.80859,21.205047,72.82859,Buffet ,motorcycle ,23.23,43.0,clear sky,Low,5.44,16.95
949,1CF1,SURRES08DEL03,31.0,4.7,21.173343,72.792731,21.263343,72.882731,Drinks ,motorcycle ,22.88,43.0,clear sky,High,18.47,47.1
950,1F29,VADRES14DEL03,32.0,4.9,22.311603,73.165012,22.401603,73.255012,Meal ,motorcycle ,22.48,43.0,clear sky,Moderate,18.1,30.01666667
951,C56D,KNPRES08DEL02,21.0,4.6,16.89756628544272,70.17459636928464,0.08,0.08,Snack ,electric_scooter ,26.25,85.0,overcast clouds,High,13.4,36.2253436265421
952,B5DB,BANGRES08DEL01,33.0,4.1,12.906229,77.596791,13.016229,77.706791,Snack ,motorcycle ,19.89,93.0,mist,Very High,21.02,72.96666667
953,7023,RANCHIRES07DEL02,37.0,4.7,23.359407,85.325055,23.439407,85.405055,Meal ,motorcycle ,17.58,69.0,clear sky,High,15.03,37.08333333
954,DC21,BHPRES12DEL01,22.0,4.4,16.89756628544272,70.17459636928464,0.11,0.11,Meal ,motorcycle ,26.27,84.0,overcast clouds,High,13.4,36.229173348883414
955,4B4E,CHENRES08DEL03,31.0,4.9,13.022394,80.242439,13.052394,80.272439,Buffet ,electric_scooter ,26.46,88.0,mist,Moderate,6.98,31.03333333
956,907,RANCHIRES08DEL01,23.0,4.8,23.353783,85.326967,23.423783,85.396967,Meal ,motorcycle ,17.85,68.0,clear sky,Very High,16.38,46.5
957,5.00E+14,VADRES19DEL02,38.0,4.3,22.311844,73.165081,22.441844,73.295081,Buffet ,electric_scooter ,22.35,43.0,clear sky,High,24.07,39.43333333
958,D8DC,AURGRES14DEL01,28.0,4.5,19.875016,75.322405,19.985016,75.432405,Snack ,motorcycle ,16.61,82.0,mist,Very High,27.54,73.5
959,A98F,COIMBRES19DEL03,27.0,4.8,11.022298,76.998349,11.112298,77.088349,Drinks ,motorcycle ,25.12,73.0,mist,High,18.09,50.93333333
960,8C7B,PUNERES04DEL01,20.0,4.6,18.51421,73.838429,18.55421,73.878429,Meal ,motorcycle ,19.3,65.0,clear sky,Moderate,8.57,26.88333333
961,4142,INDORES15DEL02,37.0,4.9,22.760072,75.892574,22.780072,75.912574,Meal ,electric_scooter ,17.15,72.0,haze,Low,4.19,16.31666667
962,A989,HYDRES15DEL01,21.0,4.3,17.45971,78.368855,17.56971,78.478855,Buffet ,motorcycle ,21.08,67.0,broken clouds,Very High,26.27,59.86666667
963,2213,COIMBRES010DEL02,23.0,4.6,11.003008,76.97544,11.133009,77.10544,Drinks ,scooter ,25.15,73.0,mist,Very High,24.77,63.38333333
964,9EA4,PUNERES20DEL02,27.0,4.9,18.592718,73.773572,18.642718,73.823572,Buffet ,motorcycle ,19.05,65.0,clear sky,Moderate,11.01,28.03333333
965,D1DE,LUDHRES01DEL02,38.0,4.2,30.873988,75.842739,30.893988,75.862739,Buffet ,motorcycle ,18.96,58.0,clear sky,Moderate,4.89,26.56666667
966,AE16,INDORES07DEL01,35.0,5.0,22.722634,75.886959,22.792634,75.956959,Meal ,scooter ,17.15,72.0,haze,High,17.07,37.36666667
967,2533,SURRES13DEL03,36.0,4.3,21.170096,72.789122,21.230096,72.849122,Meal ,motorcycle ,23.01,43.0,clear sky,Moderate,12.88,30.33333333
968,CF52,KOLRES12DEL03,26.0,4.1,22.551084,88.354127,22.581084,88.384127,Drinks ,motorcycle ,22.99,83.0,haze,Moderate,7.0,38.76666667
969,8.10E+10,HYDRES19DEL03,33.0,4.5,17.458998,78.500366,17.518998,78.560366,Buffet ,motorcycle ,21.24,64.0,broken clouds,High,12.95,40.51666667
970,233B,INDORES11DEL01,29.0,4.6,22.751234,75.88949,22.821234,75.95949,Buffet ,motorcycle ,17.21,72.0,haze,Moderate,15.88,31.51666667
971,C51,INDORES04DEL02,21.0,4.7,22.753659,75.903365,22.883659,76.033365,Buffet ,scooter ,17.06,54.0,clear sky,Very High,28.41,51.26666667
972,603B,MYSRES02DEL02,25.0,4.6,12.304569,76.643622,12.384569,76.723622,Snack ,motorcycle ,18.2,77.0,scattered clouds,High,15.88,44.35
973,401,BANGRES20DEL03,29.0,4.6,12.972161,77.596014,13.062161,77.686014,Snack ,scooter ,19.3,93.0,mist,Very High,16.19,62.81666667
974,228A,JAPRES15DEL02,39.0,4.9,26.891191,75.802083,26.911191,75.822083,Buffet ,motorcycle ,19.61,68.0,haze,Low,4.22,19.08333333
975,6811,INDORES04DEL02,32.0,4.8,22.753659,75.903365,22.773659,75.923365,Meal ,scooter ,17.12,72.0,haze,Low,4.63,13.03333333
976,1740,PUNERES05DEL01,31.0,4.8,18.543626,73.905101,18.583626,73.945101,Buffet ,motorcycle ,19.18,65.0,clear sky,Moderate,9.72,30.73333333
977,6.00E+40,HYDRES04DEL01,28.0,4.7,17.411028,78.329645,17.481028,78.399645,Snack ,scooter ,21.29,65.0,broken clouds,High,15.79,45.41666667
978,C980,KOLRES17DEL03,24.0,4.7,22.569358,88.433452,22.659358,88.523452,Drinks ,scooter ,23.03,83.0,haze,Very High,22.5,67.63333333
979,9999,JAPRES05DEL02,27.0,4.4,26.905287,75.794592,26.925287,75.814592,Meal ,motorcycle ,19.5,64.0,haze,Low,5.41,20.2
980,91CF,BANGRES18DEL01,37.0,4.7,12.913041,77.683237,12.983041,77.753237,Drinks ,motorcycle ,19.64,93.0,mist,Very High,19.08,66.7
981,50CB,RANCHIRES08DEL02,39.0,4.3,23.353783,85.326967,23.483783,85.456967,Snack ,motorcycle ,17.6,69.0,clear sky,Very High,21.4,55.1
982,A805,RANCHIRES17DEL02,34.0,4.8,23.374878,85.335739,23.454878,85.415739,Meal ,motorcycle ,17.54,69.0,clear sky,High,16.45,41.43333333
983,CDF 6.00,BHPRES07DEL01,34.0,3.5,16.89756628544272,70.17459636928464,0.07,0.07,Snack ,motorcycle ,26.28,84.0,broken clouds,High,13.4,36.23300347610076
984,469E,SURRES05DEL02,38.0,5.0,21.175104,72.804342,21.255104,72.884342,Buffet ,scooter ,22.88,43.0,clear sky,High,16.35,38.9
985,109A,CHENRES06DEL02,29.0,4.7,13.054347,80.257221,13.104347,80.307221,Meal ,motorcycle ,26.44,88.0,mist,Very High,16.06,63.91666667
986,9048,RANCHIRES13DEL03,31.0,4.8,23.374989,85.335486,23.404989,85.365486,Meal ,motorcycle ,17.67,68.0,clear sky,Moderate,6.0,21.66666667
987,D674,KOLRES07DEL02,33.0,4.9,22.547186,88.35068,22.567186,88.37068,Snack ,motorcycle ,22.97,83.0,haze,Low,4.25,24.26666667
988,865,MUMRES16DEL03,29.0,4.6,19.120083,72.907385,19.150083,72.937385,Snack ,electric_scooter ,27.0,44.0,smoke,Moderate,6.09,30.61666667
989,B7ED,JAPRES17DEL03,25.0,5.0,26.892312,75.806896,26.982312,75.896896,Meal ,motorcycle ,19.97,68.0,haze,Very High,17.0,49.48333333
990,5EFA,MUMRES01DEL02,39.0,3.8,19.12663,72.829976,19.25663,72.959976,Drinks ,scooter ,26.89,47.0,clear sky,Very High,33.8,84.86666667
991,B352,MYSRES14DEL03,21.0,4.6,16.89756628544272,70.17459636928464,0.03,0.03,Snack ,motorcycle ,26.28,85.0,light rain,High,13.4,33.36666667
992,CC1B,AGRRES08DEL02,26.0,4.6,27.160934,78.044095,27.290934,78.174095,Snack ,motorcycle ,21.42,52.0,clear sky,Very High,34.06,50.85
993,B99B,INDORES07DEL02,30.0,4.8,22.722634,75.886959,22.742634,75.906959,Snack ,scooter ,17.03,72.0,haze,Low,4.17,21.2
994,A644,JAPRES20DEL03,20.0,4.7,26.956431,75.776649,27.096431,75.916649,Snack ,motorcycle ,19.07,47.0,clear sky,Very High,35.87,72.33333333
995,8DC0,MUMRES05DEL02,23.0,4.6,18.927584,72.832585,19.007584,72.912585,Snack ,motorcycle ,26.18,44.0,smoke,High,20.12,54.35
996,8753,PUNERES17DEL01,24.0,4.9,18.530963,73.828972,18.540963,73.838972,Buffet ,scooter ,19.18,65.0,clear sky,Low,2.29,13.06666667
997,D71B,KOLRES15DEL01,34.0,4.4,22.552672,88.352885,22.622672,88.422885,Buffet ,motorcycle ,22.98,83.0,haze,Very High,20.89,52.83333333
998,9247,PUNERES16DEL02,23.0,4.9,18.536718,73.830327,18.616719,73.910327,Buffet ,motorcycle ,18.95,65.0,clear sky,High,16.12,42.46666667
999,6CBA,SURRES20DEL01,21.0,4.9,21.15276,72.778059,21.22276,72.848059,Meal ,motorcycle ,23.09,43.0,clear sky,High,13.63,32.31666667
1000,D883,BHPRES06DEL02,36.0,4.8,23.232357,77.429989,23.312357,77.509989,Snack ,motorcycle ,18.16,57.0,clear sky,High,20.82,45.18333333
1001,A12A,INDORES14DEL02,22.0,4.6,22.761593,75.886362,22.811593,75.936362,Meal ,scooter ,17.16,72.0,haze,Moderate,10.95,23.76666667
1002,88C1,SURRES04DEL03,28.0,4.8,21.173493,72.801953,21.263493,72.891953,Buffet ,scooter ,22.87,43.0,clear sky,High,18.6,41.75
1003,7C7,VADRES02DEL03,25.0,4.6,16.89756628544272,70.17459636928464,0.06,0.06,Snack ,motorcycle ,26.28,84.0,broken clouds,High,13.4,36.23683400823695
1004,93EF,PUNERES08DEL02,21.0,4.9,18.53408,73.89852,18.58408,73.94852,Drinks ,motorcycle ,19.18,65.0,clear sky,High,11.36,45.58333333
1005,34A6,CHENRES09DEL02,35.0,4.8,13.044694,80.26147,13.124694,80.34147,Meal ,motorcycle ,26.44,87.0,scattered clouds,Very High,18.15,65.81666667
1006,901,JAPRES13DEL01,29.0,4.6,26.846156,75.8023,26.956156,75.9123,Meal ,scooter ,20.06,68.0,haze,High,23.52,46.66666667
1007,5176,JAPRES09DEL01,21.0,4.6,26.911378,75.789034,26.951378,75.829034,Drinks ,motorcycle ,19.01,68.0,haze,Very High,17.48,62.56666667
1008,292B,BANGRES06DEL02,22.0,4.9,12.979096,77.640625,13.109096,77.770625,Meal ,motorcycle ,19.03,93.0,fog,Very High,24.1,53.46666667
1009,BA5,COIMBRES16DEL02,30.0,4.7,11.010375,76.95295,11.060375,77.00295,Meal ,scooter ,24.81,73.0,mist,Moderate,9.41,33.78333333
1010,A62A,MYSRES010DEL01,24.0,4.7,12.321214,76.621094,12.361214,76.661094,Meal ,motorcycle ,18.34,81.0,broken clouds,Low,8.87,20.7
1011,B6D1,INDORES18DEL01,29.0,4.9,22.753839,75.897429,22.823839,75.967429,Drinks ,scooter ,17.23,53.0,clear sky,Moderate,15.81,34.61666667
1012,7ED,JAPRES18DEL01,28.0,4.8,26.913987,75.752891,26.953987,75.792891,Snack ,scooter ,19.56,68.0,haze,Moderate,10.19,31.73333333
1013,1EDB,CHENRES18DEL02,28.0,4.8,12.981615,80.231598,13.111615,80.361598,Buffet ,motorcycle ,26.46,87.0,scattered clouds,Very High,30.25,100.2833333
1014,E13,INDORES08DEL03,28.0,5.0,22.725748,75.898497,22.815748,75.988497,Buffet ,electric_scooter ,17.22,52.0,clear sky,High,22.38,39.36666667
1015,B429,CHENRES12DEL02,24.0,4.8,12.972793,80.249982,13.102793,80.379982,Meal ,motorcycle ,26.48,87.0,scattered clouds,Very High,30.52,98.18333333
1016,D00F,LUDHRES04DEL01,35.0,4.1,30.914057,75.83982,30.984057,75.90982,Meal ,scooter ,18.72,58.0,clear sky,High,33.52,38.9
1017,5.00E+92,COIMBRES12DEL03,29.0,4.9,11.000762,76.981876,11.090762,77.071876,Snack ,motorcycle ,25.0,73.0,mist,High,18.48,47.31666667
1018,3AE5,CHENRES010DEL01,39.0,4.7,13.066762,80.251865,13.076762,80.261865,Drinks ,scooter ,26.41,88.0,mist,Very Low,2.52,22.48333333
1019,AAA,COIMBRES12DEL01,29.0,4.6,11.000762,76.981876,11.110762,77.091876,Snack ,scooter ,25.12,73.0,mist,High,21.09,52.81666667
1020,B96A,MYSRES17DEL03,36.0,4.6,12.326356,76.619103,12.356356,76.649103,Snack ,motorcycle ,18.17,81.0,scattered clouds,Low,7.04,25.38333333
1021,9B1B,INDORES17DEL02,23.0,4.8,22.761226,75.887522,22.841226,75.967522,Meal ,scooter ,17.21,53.0,clear sky,High,14.61,35.11666667
1022,A6F9,PUNERES09DEL02,30.0,3.8,18.536562,73.896485,18.666562,74.026485,Snack ,scooter ,19.47,65.0,clear sky,Very High,29.28,61.28333333
1023,4D6C,CHENRES06DEL02,38.0,4.5,13.054347,80.257221,13.104347,80.307221,Meal ,scooter ,26.44,88.0,mist,Very High,16.06,63.9
1024,6.00E+83,JAPRES12DEL01,29.0,4.6,26.902908,75.792934,27.012908,75.902934,Snack ,scooter ,19.9,46.0,clear sky,Very High,19.95,55.61666667
1025,1A6C,JAPRES11DEL03,27.0,4.5,26.90294,75.793007,26.99294,75.883007,Buffet ,scooter ,19.96,46.0,clear sky,High,16.79,47.61666667
1026,3EBD,JAPRES17DEL02,35.0,4.6,26.892312,75.806896,27.022313,75.936896,Meal ,motorcycle ,19.96,47.0,clear sky,Very High,23.51,61.15
1027,3419,PUNERES02DEL03,21.0,4.6,18.55144,73.804855,18.58144,73.834855,Buffet ,motorcycle ,19.24,65.0,clear sky,Low,7.73,22.73333333
1028,7C8C,RANCHIRES06DEL01,25.0,4.6,23.357804,85.325146,23.397804,85.365146,Meal ,scooter ,17.67,68.0,clear sky,Moderate,8.21,24.55
1029,3311,INDORES07DEL02,39.0,5.0,22.722634,75.886959,22.742634,75.906959,Buffet ,electric_scooter ,17.03,72.0,haze,Low,4.17,19.2
1030,7769,MUMRES06DEL03,27.0,4.7,19.055831,72.833984,19.115831,72.893984,Buffet ,scooter ,26.83,44.0,smoke,High,11.65,49.66666667
1031,C06,COIMBRES09DEL02,35.0,4.8,11.008638,76.984311,11.028638,77.004311,Drinks ,motorcycle ,24.88,73.0,mist,Low,4.59,26.55
1032,C7E2,BHPRES18DEL03,29.0,4.6,23.234631,77.401663,23.264631,77.431663,Snack ,scooter ,18.55,57.0,clear sky,Low,7.53,23.18333333
1033,6371,RANCHIRES14DEL01,32.0,4.5,16.89756628544272,70.17459636928464,0.04,0.04,Meal ,motorcycle ,26.28,85.0,broken clouds,High,13.4,36.24066494533476
1034,2.00E+57,JAPRES04DEL01,28.0,5.0,26.902328,75.794257,26.942328,75.834257,Buffet ,scooter ,19.63,68.0,haze,High,8.18,34.78333333
1035,969C,CHENRES03DEL03,37.0,4.8,13.091809,80.219104,13.121809,80.249104,Snack ,motorcycle ,26.31,88.0,mist,Moderate,6.67,36.33333333
1036,3F7D,BANGRES010DEL02,36.0,4.8,12.933298,77.614293,12.983298,77.664293,Snack ,motorcycle ,19.63,92.0,mist,High,12.97,46.6
1037,BDA4,VADRES02DEL02,29.0,4.9,16.89756628544272,70.17459636928464,0.13,0.13,Drinks ,motorcycle ,26.27,84.0,overcast clouds,High,13.4,36.24449628743702
1038,C459,AGRRES11DEL03,27.0,4.8,27.163303,78.057044,27.303303,78.197044,Meal ,scooter ,21.33,53.0,clear sky,High,31.95,38.4
1039,9EEC,BANGRES09DEL03,32.0,5.0,12.934179,77.615797,12.994179,77.675797,Drinks ,motorcycle ,19.64,92.0,mist,Very High,13.18,61.43333333
1040,9782,PUNERES010DEL03,22.0,4.8,18.539299,73.897902,18.569299,73.927902,Drinks ,motorcycle ,19.22,65.0,clear sky,Moderate,8.03,37.25
1041,7732,INDORES11DEL03,29.0,4.3,22.751234,75.88949,22.781234,75.91949,Drinks ,motorcycle ,17.12,72.0,haze,Low,6.37,30.18333333
1042,B35B,HYDRES19DEL02,24.0,4.6,17.458998,78.500366,17.538998,78.580366,Snack ,motorcycle ,21.2,65.0,broken clouds,Very High,18.31,53.53333333
1043,1C33,SURRES20DEL02,30.0,5.0,21.15276,72.778059,21.28276,72.908059,Drinks ,motorcycle ,22.83,43.0,clear sky,Very High,24.01,57.51666667
1044,1677,JAPRES05DEL01,25.0,4.5,26.905287,75.794592,26.915287,75.804592,Drinks ,scooter ,19.61,68.0,haze,Low,3.15,23.0
1045,4351,BANGRES06DEL01,38.0,4.9,12.979096,77.640625,12.989096,77.650625,Buffet ,motorcycle ,19.54,92.0,mist,Very Low,1.79,13.73333333
1046,3AD2,RANCHIRES02DEL03,26.0,4.9,16.89756628544272,70.17459636928464,0.06,0.06,Buffet ,electric_scooter ,26.28,84.0,broken clouds,High,13.4,36.24832803458656
1047,20A1,SURRES12DEL03,35.0,4.2,21.183434,72.814492,21.243434,72.874492,Drinks ,motorcycle ,22.87,42.0,clear sky,Moderate,13.44,38.76666667
1048,5BA0,MYSRES16DEL03,38.0,4.2,12.316967,76.603067,12.406967,76.693067,Meal ,scooter ,18.42,82.0,scattered clouds,High,20.42,35.36666667
1049,D8A7,BHPRES04DEL03,30.0,5.0,23.184992,77.417227,23.244992,77.477227,Meal ,motorcycle ,18.29,57.0,clear sky,Moderate,11.85,28.65
1050,1557,MUMRES18DEL01,25.0,4.6,19.1093,72.825451,19.1793,72.895451,Drinks ,motorcycle ,25.17,44.0,smoke,High,14.96,59.16666667
1051,1043,INDORES03DEL02,36.0,4.9,22.751857,75.866699,22.801857,75.916699,Meal ,motorcycle ,17.16,72.0,haze,Moderate,10.17,27.18333333
1052,5B19,JAPRES16DEL03,24.0,4.5,26.849596,75.800512,26.879596,75.830512,Snack ,motorcycle ,19.44,64.0,haze,Low,5.69,19.81666667
1053,2A32,VADRES03DEL02,20.0,4.6,22.32,73.17,22.45,73.3,Buffet ,motorcycle ,22.43,44.0,clear sky,High,23.95,40.96666667
1054,9E3B,JAPRES06DEL02,26.0,4.8,26.911927,75.797282,26.991927,75.877282,Snack ,motorcycle ,19.96,46.0,clear sky,High,15.2,45.21666667
1055,95CD,MUMRES02DEL02,36.0,4.6,19.221315,72.862381,19.301315,72.942381,Buffet ,scooter ,27.04,48.0,clear sky,Very High,33.46,73.36666667
1056,5BAC,MYSRES04DEL03,26.0,4.9,12.3085,76.665808,12.3385,76.695808,Buffet ,motorcycle ,18.17,81.0,broken clouds,Low,6.08,20.56666667
1057,84C2,CHENRES07DEL02,36.0,4.7,13.081878,80.248519,13.161878,80.328519,Drinks ,scooter ,26.39,87.0,scattered clouds,Very High,20.59,79.61666667
1058,A027,CHENRES08DEL01,20.0,4.6,13.022394,80.242439,13.092394,80.312439,Meal ,motorcycle ,26.47,88.0,mist,Very High,18.89,74.98333333
1059,C013,KNPRES010DEL01,29.0,4.6,-26.47775,-80.351569,26.48775,80.361569,Buffet ,motorcycle ,21.83,55.0,clear sky,High,13.4,36.252160186826174
1060,3AD1,MYSRES02DEL01,34.0,4.9,12.304569,76.643622,12.344569,76.683622,Buffet ,motorcycle ,18.22,81.0,broken clouds,Moderate,11.33,31.18333333
1061,AB3B,CHENRES05DEL02,28.0,4.7,13.058616,80.264151,13.138616,80.344151,Meal ,motorcycle ,26.42,87.0,broken clouds,Very High,15.96,62.81666667
1062,68AC,RANCHIRES12DEL02,22.0,5.0,16.89756628544272,70.17459636928464,0.08,0.08,Drinks ,electric_scooter ,26.25,85.0,overcast clouds,High,13.4,36.255992744198714
1063,9DFA,INDORES14DEL01,22.0,4.8,22.761593,75.886362,22.771593,75.896362,Snack ,scooter ,17.16,72.0,haze,Very Low,2.16,13.3
1064,3307,HYDRES15DEL01,31.0,4.9,17.45971,78.368855,17.46971,78.378855,Drinks ,scooter ,21.23,68.0,broken clouds,Very Low,2.83,18.48333333
1065,5091,MYSRES18DEL03,32.0,4.6,12.337928,76.617889,12.397928,76.677889,Meal ,scooter ,18.33,82.0,scattered clouds,Moderate,12.91,25.73333333
1066,C48F,KNPRES03DEL01,29.0,4.6,26.469003,80.316344,26.579003,80.426344,Meal ,scooter ,21.86,54.0,clear sky,Very High,24.61,56.31666667
1067,A420,MUMRES11DEL01,30.0,4.8,18.994237,72.825553,19.034237,72.865553,Snack ,scooter ,26.99,44.0,smoke,Moderate,8.82,37.63333333
1068,6B2E,MYSRES18DEL01,22.0,5.0,12.337928,76.617889,12.347928,76.627889,Buffet ,scooter ,17.91,77.0,scattered clouds,Very Low,2.54,11.3
1069,317C,BANGRES17DEL03,25.0,4.9,12.972532,77.608179,13.002532,77.638179,Drinks ,scooter ,19.51,92.0,mist,Moderate,6.04,36.6
1070,68BA,JAPRES09DEL03,39.0,4.8,26.911378,75.789034,26.941378,75.819034,Buffet ,scooter ,19.7,68.0,haze,High,7.27,34.05
1071,7F88,INDORES11DEL01,30.0,4.1,22.751234,75.88949,22.861234,75.99949,Buffet ,motorcycle ,17.3,53.0,clear sky,High,22.02,43.65
1072,49F8,COIMBRES04DEL02,30.0,4.9,11.024839,77.007003,11.044839,77.027003,Meal ,motorcycle ,24.88,73.0,mist,Low,4.35,15.4
1073,72F9,SURRES01DEL02,22.0,5.0,21.186438,72.794115,21.316438,72.924115,Drinks ,scooter ,22.76,43.0,clear sky,High,22.97,51.23333333
1074,99BB,SURRES09DEL01,39.0,4.7,21.175975,72.795503,21.215975,72.835503,Meal ,scooter ,23.05,43.0,clear sky,Low,7.6,17.75
1075,E1D8,KNPRES01DEL03,20.0,5.0,26.483672,80.320708,26.623672,80.460708,Buffet ,scooter ,19.97,56.0,clear sky,Very High,32.81,63.56666667
1076,699A,PUNERES010DEL02,29.0,4.7,18.539299,73.897902,18.589299,73.947902,Meal ,scooter ,19.17,65.0,clear sky,High,13.16,34.1
1077,78A7,MUMRES08DEL03,24.0,4.6,19.065838,72.832658,19.095838,72.862658,Meal ,scooter ,26.97,44.0,smoke,High,9.24,36.36666667
1078,507F,RANCHIRES06DEL01,33.0,4.9,23.357804,85.325146,23.467804,85.435146,Buffet ,scooter ,17.88,67.0,clear sky,High,19.56,46.76666667
1079,85E,BANGRES18DEL01,29.0,4.6,12.913041,77.683237,13.023041,77.793237,Buffet ,scooter ,19.91,93.0,mist,Very High,27.25,77.95
1080,7597,INDORES06DEL02,35.0,4.0,22.728163,75.884212,22.778163,75.934212,Buffet ,scooter ,17.09,72.0,haze,Moderate,11.77,30.65
1081,2100,MYSRES17DEL01,26.0,4.7,12.326356,76.619103,12.396356,76.689103,Meal ,scooter ,18.43,82.0,broken clouds,High,17.34,36.06666667
1082,9CC7,JAPRES12DEL01,25.0,4.9,26.902908,75.792934,27.012908,75.902934,Snack ,scooter ,19.9,46.0,clear sky,Very High,19.95,55.78333333
1083,CC78,KOCRES15DEL03,37.0,5.0,10.027364,76.308258,10.087364,76.368258,Drinks ,scooter ,23.92,88.0,mist,Moderate,13.34,39.66666667
1084,72B1,SURRES17DEL03,38.0,4.9,21.149569,72.772697,21.209569,72.832697,Snack ,motorcycle ,23.23,43.0,clear sky,Moderate,12.53,29.88333333
1085,9B9E,JAPRES20DEL03,38.0,4.5,26.956431,75.776649,27.096431,75.916649,Snack ,scooter ,19.07,47.0,clear sky,Very High,35.87,72.33333333
1086,B66,CHENRES19DEL03,32.0,4.3,12.986047,80.218114,13.046047,80.278114,Buffet ,motorcycle ,26.49,88.0,mist,High,13.07,48.96666667
1087,2B82,INDORES11DEL03,25.0,4.7,22.751234,75.88949,22.841234,75.97949,Snack ,motorcycle ,17.25,53.0,clear sky,High,19.6,39.48333333
1088,5D32,HYDRES16DEL02,38.0,4.6,17.440827,78.393391,17.490827,78.443391,Meal ,motorcycle ,21.32,64.0,broken clouds,High,13.63,35.83333333
1089,9DA6,JAPRES04DEL02,33.0,4.2,26.902328,75.794257,26.952328,75.844257,Meal ,motorcycle ,19.81,68.0,haze,High,9.34,34.05
1090,4BC0,VADRES02DEL02,38.0,4.7,16.89756628544272,70.17459636928464,0.02,0.02,Drinks ,scooter ,26.29,85.0,light rain,High,13.4,33.36666667
1091,C086,GOARES010DEL03,20.0,4.7,-15.546594,73.760431,15.606594,73.820431,Drinks ,motorcycle ,24.95,58.0,broken clouds,High,13.4,36.259825706746994
1092,5.20E+01,VADRES01DEL02,35.0,4.6,22.307898,73.167788,22.437898,73.297788,Drinks ,scooter ,22.35,43.0,clear sky,High,24.27,47.08333333
1093,CE72,AGRRES09DEL02,23.0,4.8,16.89756628544272,70.17459636928464,0.02,0.02,Snack ,scooter ,26.29,85.0,light rain,High,13.4,33.36666667
1094,8153,SURRES03DEL01,37.0,4.0,21.186884,72.793616,21.296884,72.903616,Snack ,motorcycle ,22.79,43.0,clear sky,High,20.19,46.16666667
1095,506F,INDORES09DEL02,29.0,4.4,22.725835,75.887648,22.745835,75.907648,Meal ,motorcycle ,17.07,72.0,haze,Low,4.15,16.66666667
1096,9DC9,JAPRES03DEL01,30.0,4.8,26.913483,75.803139,27.023483,75.913139,Meal ,scooter ,19.56,46.0,clear sky,Very High,19.62,51.81666667
1097,861B,RANCHIRES14DEL01,24.0,4.8,16.89756628544272,70.17459636928464,0.11,0.11,Meal ,scooter ,26.27,84.0,overcast clouds,High,13.4,36.26365907451386
1098,8E5C,BANGRES15DEL02,31.0,4.6,12.975377,77.696664,13.055377,77.776664,Meal ,scooter ,19.42,93.0,mist,Very High,23.56,52.41666667
1099,B0B2,INDORES20DEL01,24.0,4.5,22.732225,75.874765,22.842225,75.984765,Buffet ,scooter ,17.25,53.0,clear sky,High,22.02,44.18333333
1100,8553,VADRES010DEL01,21.0,4.6,22.310329,73.169083,22.380329,73.239083,Meal ,motorcycle ,22.66,43.0,clear sky,Moderate,13.82,29.8
1101,37B4,COIMBRES03DEL03,35.0,5.0,11.025083,77.015393,11.115083,77.105393,Snack ,scooter ,25.08,73.0,mist,High,19.2,48.25
1102,2363,MUMRES16DEL01,33.0,4.1,19.120083,72.907385,19.190083,72.977385,Drinks ,motorcycle ,27.0,44.0,smoke,High,14.32,49.26666667
1103,7C78,MYSRES16DEL01,27.0,4.6,12.316967,76.603067,12.426967,76.713067,Buffet ,motorcycle ,18.4,82.0,broken clouds,High,23.19,37.71666667
1104,3695,MYSRES010DEL01,39.0,4.0,12.321214,76.621094,12.391214,76.691094,Snack ,motorcycle ,18.3,77.0,scattered clouds,Moderate,16.33,36.51666667
